test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address,client_latitude_start,client_longitude_start,location_type_start
5077164247,148023008,"Xiaomi/land/land:6.0.1/MMB29M/V10.2.2.0.MALMIXM:user/release-keys","2019-07-01 00:00:01","49.35.xxx.xxx",366,3904,70,"Navi Mumbai","India","IN",19.0330,73.0297,"Jio","India","IN","Maharashtra","MH","Boisar",19.797,72.754,55.8423,"Jio","1","Jio 4G","405","864",15,15,"Xiaomi","land","qcom","MMB29M","Xiaomi","Redmi 3S","land","","752400",1,"Boisar, Maharashtra 401501, India","Boisar","locality","India","IN","Maharashtra","Palghar","","401501","","19.79755","72.75484",1,"19.79755","72.75484",1
5077164248,253190369,"ZTE/P855A21/P855A21:9/PKQ1.190328.001/20190612.223054:user/release-keys","2019-07-01 00:00:01","211.97.xxx.xxx",121498,36260,28,"Fuzhou","China","CN",26.0761,119.3064,"China Unicom FuJian","China","CN","Fujian","FJ","Zhangzhou",24.516,117.691,147.801,"China Unicom","1","CHN-UNICOM","460","1",15,15,"ZTE","P855A21","qcom","PKQ1.190328.001","ZTE","ZTE A2020N2 Pro","P855A21","","137369857",1,"Zhangzhou, Fujian, China","Zhangzhou","locality","China","CN","Fujian","","","363007","","24.51605","117.69129",1,"24.51605","117.69129",1
5077164249,251845289,"samsung/a50dd/a50:9/PPR1.180610.011/A505FDDU1ASE2:user/release-keys","2019-07-01 00:00:01","37.111.xxx.xxx",18957,12812,17,"Dhaka","Bangladesh","BD",23.8103,90.4125,"MetroNet Bangladesh Ltd","Bangladesh","BD","Mymensingh Division","H","Gafargaon",24.403,90.618,43.0619,"GrameenPhone","0","GrameenPhone","470","1",15,15,"samsung","a50","exynos9610","PPR1.180610.011","samsung","SM-A505F","a50dd","","41483787",1,"Panchbhag, Bangladesh","Panchbhag","administrative_area_level_5","Bangladesh","BD","Dhaka Division","Mymensingh","Panchbhag","","","24.40591","90.61798",1,"24.40591","90.61798",1
5077164257,253179444,"xiaomi/violet/violet:9/PKQ1.181203.001/V10.3.5.0.PFHINXM:user/release-keys","2019-07-01 00:00:01","110.225.xxx.xxx",49605,8561,24,"New Delhi","India","IN",28.6139,77.2090,"Cybercity Extreme Broadband Pvt. Ltd.","India","IN","Delhi","DL","Karol Bagh",28.650,77.191,2.73548,"BHARTI Airtel","1","Airtel","404","10",15,15,"xiaomi","violet","qcom","PKQ1.181203.001","Xiaomi","Redmi Note 7 Pro","violet","","212094987",1,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110005","","28.65022","77.19118",1,"28.65022","77.19118",1
5077164258,250782705,"HUAWEI/ELE-L29/HWELE:9/HUAWEIELE-L29/168C636:user/release-keys","2019-07-01 00:00:01","123.136.xxx.xxx",125,3770,80,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"U Mobile","Malaysia","MY","Penang","07","George Town",5.418,100.327,183.661,"U Mobile Sdn Bhd","1","U MOBILE","502","18",15,15,"HUAWEI","HWELE","kirin980","HUAWEIELE-L29","HUAWEI","ELE-L29","ELE-L29","","213342977",1,"George Town, Pulau Pinang, Malaysia","George Town","locality","Malaysia","MY","Penang","Timur Laut Pulau Pinang","Bandaraya Georgetown","10050","","5.41822","100.32759",1,"5.41822","100.32759",1
5077164259,207806022,"samsung/star2ltexx/star2lte:8.0.0/R16NW/G965FXXU1ARCC:user/release-keys","2019-07-01 00:00:01","112.198.xxx.xxx",90663,8513,13,"Tarlac","Philippines","PH",15.5000,120.5000,"Globe Telecom","Philippines","PH","Calabarzon","40","Cavite City",14.482,120.916,75.6926,"Globe Mobile","1","51591 | GLOBE","515","91",15,15,"samsung","star2lte","samsungexynos9810","R16NW","samsung","SM-G965F","star2ltexx","","6433",2,"Cavite City, Cavite, Philippines","Cavite City","locality","Philippines","PH","Calabarzon","Cavite","","","","14.48250","120.91690",2,"14.48250","120.91690",2
5077164260,261075670,"Xiaomi/beryllium/beryllium:9/PKQ1.180729.001/V10.3.4.0.PEJMIXM:user/release-keys","2019-07-01 00:00:02","123.136.xxx.xxx",16609,11941,33,"Bayan Lepas","Malaysia","MY",5.2945,100.2593,"Cirrus Dot Com Sdn Bhd","Malaysia","MY","Kedah","02","Gurun",5.791,100.483,37.6922,"U Mobile Sdn Bhd","1","U MOBILE","502","18",15,15,"Xiaomi","beryllium","qcom","PKQ1.180729.001","Xiaomi","POCOPHONE F1","beryllium","","213656835",1,"Gurun, Kedah, Malaysia","Gurun","locality","Malaysia","MY","Kedah","","","08300","","5.79168","100.48339",1,"5.79168","100.48339",1
5077164261,213343531,"xiaomi/vince/vince:8.1.0/OPM1.171019.019/V10.0.4.0.OEGMIFH:user/release-keys","2019-07-01 00:00:02","114.125.xxx.xxx",453,4656,32,"Tangerang","Indonesia","ID",-6.1783,106.6319,"Zettagrid Indonesia","Indonesia","ID","South Sumatra","SS","Palembang",-2.976,104.750,256.679,"Telkomsel","1","TELKOMSEL","510","10",15,15,"Xiaomi","vince","qcom","PQ3B.190605.006","Xiaomi","Redmi 5 Plus","havoc_vince","","",2,"Palembang, Palembang City, South Sumatra, Indonesia","Palembang","locality","Indonesia","ID","South Sumatra","Palembang City","","","","-2.97640","104.75000",2,"-2.97640","104.75000",2
5077164264,173404505,"lge/m216_global_com/m216:5.1.1/LMY47V/160511857b84f:user/release-keys","2019-07-01 00:00:02","106.205.xxx.xxx",2343,2014,38,"New Delhi","India","IN",28.6100,77.2300,"Bharti Airtel Ltd","India","IN","Uttar Pradesh","UP","Khaga",25.825,80.973,300.18,"BHARTI Airtel","1","Airtel","405","54",15,15,"lge","m216","m216","LMY47V","LGE","LG-K420","m216_global_com","","232594179",1,"Fatehpur, Uttar Pradesh 212601, India","Fatehpur","administrative_area_level_2","India","IN","Uttar Pradesh","Fatehpur","","212622","","25.82539","80.97377",1,"25.82539","80.97377",1
5077164266,260297061,"samsung/star2ltexx/star2lte:9/PPR1.180610.011/G965FXXU5CSF2:user/release-keys","2019-07-01 00:00:02","102.171.xxx.xxx",84384,33452,23,"Kasbah","Tunisia","TN",36.7995,10.1624,"Agence Tunisienne d'Internet","Tunisia","TN","UNKNOWN","??","UNKNOWN",34.000,9.000,204.427,"Ooredoo Tunisia","1","TUNTEL","605","2",15,15,"samsung","star2lte","samsungexynos9810","PPR1.180610.011","samsung","SM-G965F","star2ltexx","","",2,"Tunisia","Tunisia","country","Tunisia","TN","","","","","","34.00000","9.00000",2,"34.00000","9.00000",2
5077164267,249960447,"samsung/m30ltedd/m30lte:8.1.0/M1AJQ/M305FDDU1ASBA:user/release-keys","2019-07-01 00:00:02","42.111.xxx.xxx",14398,2190,42,"Gurgaon","India","IN",28.4615,77.0178,"FUSIONNET WEB SERVICES PVT. LTD","India","IN","Delhi","DL","Samalka",28.493,77.080,4.42159,"Vodafone India","1","VODAFONE IN","404","11",15,15,"samsung","m30lte","samsungexynos7885","M1AJQ","samsung","SM-M305F","m30ltedd","","205497089",1,"Shahpur, Haryana 122021, India","Shahpur","locality","India","IN","Haryana","Gurgaon","","122021","","28.49361","77.08068",1,"28.49361","77.08068",1
5077164269,260122966,"xiaomi/cactus/cactus:8.1.0/O11019/V10.3.3.0.OCBMIXM:user/release-keys","2019-07-01 00:00:02","176.59.xxx.xxx",432,2062,28,"Ekaterinburg","Russia","RU",56.8389,60.6057,"ProfiStream.Com","Russia","RU","Sverdlovsk Oblast","SVE","Zarechnyy",56.815,61.319,27.0641,"Tele2 Russia","1","TELE2","250","20",15,15,"xiaomi","cactus","mt6762m","O11019","Xiaomi","Redmi 6A","cactus","","169032019",1,"Zarechnyy, Sverdlovsk Oblast, Russia","Zarechnyy","locality","Russia","RU","Sverdlovsk Oblast","gorod Zarechnyy","","624250","","56.81500","61.31979",1,"56.81500","61.31979",1
5077164271,257910313,"OnePlus/OnePlus6/OnePlus6:8.1.0/OPM1.171019.011/05121855:user/release-keys","2019-07-01 00:00:02","42.111.xxx.xxx",855,1475,68,"Cochin","India","IN",9.9312,76.2673,"Vodafone India","India","IN","Kerala","KL","Perintalmanna",11.016,76.230,75.1194,"Vodafone India","1","Vodafone IN","404","46",17,17,"OnePlus","OnePlus6","qcom","OPM1.171019.011","OnePlus","ONEPLUS A6000","OnePlus6","","19253704",1,"Pattikkad, Kerala 679325, India","Pattikkad","locality","India","IN","Kerala","Malappuram","","679325","","11.01659","76.23011",1,"11.01659","76.23011",1
5077164276,205073029,"OPPO/A1601/A1601:6.0/MRA58K/1487939108:user/release-keys","2019-07-01 00:00:02","47.247.xxx.xxx",2243,2328,19,"Bhopal","India","IN",23.2599,77.4126,"Jio","India","IN","Madhya Pradesh","MP","Vidisha",23.633,77.889,39.7957,"Jio","1","Jio 4G","405","863",15,15,"OPPO","A1601","mt6755","MRA58K","OPPO","A1601","A1601","","1469200",1,"Sumerbarri, Madhya Pradesh 464220, India","Sumerbarri","locality","India","IN","Madhya Pradesh","Vidisha","","464220","","23.63355","77.88949",1,"23.63355","77.88949",1
5077164288,231265224,"xiaomi/daisy/daisy_sprout:9/PKQ1.180917.001/V10.0.10.0.PDLMIXM:user/release-keys","2019-07-01 00:00:03","91.246.xxx.xxx",56214,14826,2,"Mariupol","Ukraine","UA",47.0958,37.5494,"ISP Format","Ukraine","UA","Donetsk Oblast","14","Manhush",47.063,37.310,11.4654,"FORMAT","1","KYIVSTAR","255","3",2,0,"xiaomi","daisy_sprout","qcom","PKQ1.180917.001","Xiaomi","Mi A2 Lite","daisy","","",1,"Manhush, Donetsk Oblast, Ukraine","Manhush","locality","Ukraine","UA","Donetsk Oblast","Pershotravnevyi district","","87400","","47.06325","37.31077",1,"47.06325","37.31077",1
5077164290,260150560,"HUAWEI/EVR-N29EEA/HWEVR:9/HUAWEIEVR-N29/118C431:user/release-keys","2019-07-01 00:00:03","86.108.xxx.xxx",459650,72906,12,"Gebze","Turkey","TR",40.8000,29.4333,"INTERNETTEN Teknoloji Ltd.Sti.","Turkey","TR","İstanbul","34","Istanbul",40.899,29.210,13.5275,"Turkcell","1","BURAKCELL","286","1",24,24,"HUAWEI","HWEVR","kirin980","HUAWEIEVR-N29","HUAWEI","EVR-N29","EVR-N29EEA","","256357",1,"Istanbul, İstanbul, Turkey","Istanbul","locality","Turkey","TR","İstanbul","","","34873","","40.89935","29.21054",1,"40.89935","29.21054",1
5077164291,258768555,"xiaomi/lotus/lotus:8.1.0/O11019/V10.2.5.0.OFIMIXM:user/release-keys","2019-07-01 00:00:03","112.215.xxx.xxx",13151,20481,54,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT. XL Axiata Tbk.","Indonesia","ID","Aceh","AC","Padang Panjang",4.150,96.133,1027.19,"XL Axiata","1","XL","510","11",15,15,"xiaomi","lotus","mt6765","O11019","Xiaomi","MI PLAY","lotus","","53872390",1,"Meulaboh, West Aceh Regency, Aceh, Indonesia","Meulaboh","locality","Indonesia","ID","Aceh","West Aceh Regency","","23681","","4.15097","96.13352",1,"4.15097","96.13352",1
5077164293,261075672,"samsung/a5y17ltexx/a5y17lte:8.0.0/R16NW/A520FXXU7CRL1:user/release-keys","2019-07-01 00:00:03","176.12.xxx.xxx",1685,823,48,"Tel Aviv","Israel","IL",32.0667,34.7833,"099 Primo Communications","Israel","IL","South District","D","Ashdod",31.827,34.642,18.5005,"013 NetVision","1","Cellcom","425","2",17,17,"samsung","a5y17lte","samsungexynos7880","R16NW","samsung","SM-A520F","a5y17ltexx","","6079641",1,"Ashdod, Israel","Ashdod","locality","Israel","IL","","","","","","31.82753","34.64220",1,"31.82753","34.64220",1
5077164295,241299081,"xiaomi/whyred/whyred:8.1.0/OPM1.171019.011/V9.5.11.0.OEIMIFA:user/release-keys","2019-07-01 00:00:03","109.126.xxx.xxx",7623,45103,38,"Minsk","Belarus","BY",53.9000,27.5667,"MGTS","Belarus","BY","Minsk","HM","Minsk",53.892,27.548,0.91203,"BeST CJSC","1","life:) BY","257","4",15,15,"Xiaomi","whyred","qcom","PQ1A.190105.004","Xiaomi","Redmi Note 5","whyred","","179482114",1,"Minsk, Belarus","Minsk","locality","Belarus","BY","","","","","","53.89221","27.54866",1,"53.89221","27.54866",1
5077164296,251822317,"Xiaomi/sagit/sagit:8.0.0/OPR1.170623.027/V10.3.1.0.OCACNXM:user/release-keys","2019-07-01 00:00:03","183.12.xxx.xxx",259853,35678,5,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China","CN","Guangdong","GD","Shenzhen",22.527,114.071,66.2225,"China Telecom Guangdong","1","中国联通","460","1",0,0,"Xiaomi","sagit","qcom","OPR1.170623.027","Xiaomi","MI 6","sagit","","111938053",1,"Shenzhen, Guangdong, China","Shenzhen","locality","China","CN","Guangdong","","","518408","","22.52517","114.06832",1,"22.52517","114.06832",1
5077164300,221584125,"WIKO/v3953/v3953:7.0/NRD90M/1522082819:user/release-keys","2019-07-01 00:00:03","5.90.xxx.xxx",40553,11200,34,"Rome","Italy","IT",41.9000,12.5000,"Vodafone Italy","Italy","IT","Calabria","78","Trebisacce",39.885,16.549,253.4,"Vodafone Italia","1","vodafone IT","222","10",15,15,"WIKO","v3953","mt6735","NRD90M","WIKO","HARRY","v3953","","22578207",1,"Trebisacce, Province of Cosenza, Italy","Trebisacce","administrative_area_level_3","Italy","IT","Calabria","Province of Cosenza","Trebisacce","87075","","39.88596","16.54915",1,"39.88596","16.54915",1
5077164302,192810546,"xiaomi/tissot/tissot_sprout:9/PKQ1.180917.001/V10.0.10.0.PDHMIXM:user/release-keys","2019-07-01 00:00:03","157.41.xxx.xxx",10081,10078,192,"Ambikapur","India","IN",23.1355,83.1818,"IsolNet","India","IN","Odisha","OR","Basupali",21.668,83.920,111.933,"Jio","1","Jio 4G","405","866",15,15,"xiaomi","tissot_sprout","qcom","PKQ1.180917.001","Xiaomi","Mi A1","tissot","","1515314",1,"Sahajbahal, Odisha 768234, India","Sahajbahal","locality","India","IN","Odisha","Jharsuguda","","768234","","21.66844","83.92051",1,"21.66844","83.92051",1
5077164304,257615974,"xiaomi/wayne/wayne:9/PKQ1.180904.001/V10.3.3.0.PDCCNXM:user/release-keys","2019-07-01 00:00:03","112.17.xxx.xxx",32036,9585,38,"ShangHai","China","CN",31.2000,121.5000,"China Unicom 5G","China","CN","Zhejiang","ZJ","Hangzhou",30.196,120.166,105.413,"China Mobile Guangdong","1","中国移动","460","0",15,15,"xiaomi","wayne","qcom","PKQ1.180904.001","Xiaomi","MI 6X","wayne","","193853698",1,"Hangzhou, Zhejiang, China","Hangzhou","locality","China","CN","Zhejiang","","","","","30.19647","120.16615",1,"30.19647","120.16615",1
5077164308,254390673,"HUAWEI/TRT-AL00/HWTRT-Q:7.0/HUAWEITRT-AL00/C00B225:user/release-keys","2019-07-01 00:00:03","113.200.xxx.xxx",5167,14005,35,"Wuhan","China","CN",30.5833,114.2833,"China Telecom Wuhan Branch-2","China","CN","Shaanxi","SN","Xi'an",34.206,108.834,404.962,"China Unicom Shannxi","1","中国联通","460","1",15,15,"HUAWEI","HWTRT-Q","qcom","HUAWEITRT-AL00","HUAWEI","TRT-AL00","TRT-AL00","","197950997",1,"Xi'an, Shaanxi, China","Xi'an","locality","China","CN","Shaanxi","","","","","34.21010","108.83331",1,"34.21010","108.83331",1
5077164309,186523873,"OnePlus/OnePlus5T/OnePlus5T:9/PKQ1.180716.001/1905271747:user/release-keys","2019-07-01 00:00:03","109.240.xxx.xxx",6444,2,38,"Jyvaskyla","Finland","FI",62.2333,25.7333,"Seltimil Oy","Finland","FI","Northern Savonia","15","Kuopio",62.837,27.668,74.5275,"Telia Finland Oyj","1","Telia FI","244","91",15,5,"OnePlus","OnePlus5T","qcom","PKQ1.180716.001","OnePlus","ONEPLUS A5010","OnePlus5T","","2147483647",1,"Kuopio, Finland","Kuopio","locality","Finland","FI","","","","70820","","62.83702","27.66848",1,"62.83702","27.66848",1
5077164312,261075673,"samsung/m10ltedx/m10lte:8.1.0/M1AJQ/M105GDXU1ASBD:user/release-keys","2019-07-01 00:00:04","182.1.xxx.xxx",11741,9002,35,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"Viewqwest Pte Ltd","Indonesia","ID","Riau Islands","KR","Batam",1.137,104.014,18.6053,"Telkomsel","1","smartfren   ","510","9",15,15,"samsung","m10lte","samsungexynos7870","M1AJQ","samsung","SM-M105G","m10ltedx","","15104543",1,"Batam, Batam City, Riau Islands, Indonesia","Batam","locality","Indonesia","ID","Riau Islands","Batam City","","29444","","1.13715","104.01413",1,"1.13715","104.01413",1
5077164313,239191954,"samsung/kmini3gxx/kmini3g:6.0.1/MMB29M/G800HXXU1CPI5:user/release-keys","2019-07-01 00:00:04","109.68.xxx.xxx",4263,1572,46,"Dushanbe","Tajikistan","TJ",38.5367,68.7800,"Babilon-T ISP","Tajikistan","TJ","Dushanbe","DU","Dushanbe",38.560,68.773,1.64507,"JSC TT Mobile","1","TCELL","436","1",17,17,"samsung","kmini3g","qcom","MMB29M","samsung","SM-G800H","kmini3gxx","","153698",2,"Dushanbe, Tajikistan","Dushanbe","locality","Tajikistan","TJ","Districts of Republican Subordination","","","","","38.56000","68.77390",2,"38.56000","68.77390",2
5077164314,261075674,"xiaomi/cereus/cereus:8.1.0/O11019/V10.3.3.0.OCGMIXM:user/release-keys","2019-07-01 00:00:04","178.133.xxx.xxx",291,1725,53,"Kiev","Ukraine","UA",50.4501,30.5234,"SkyVision Ukraine","Ukraine","UA","Kharkiv Oblast","63","Kharkiv",49.995,36.205,253.334,"PrJSC VF UKRAINE","1","vodafone UA","255","1",15,15,"xiaomi","cereus","mt6762","O11019","Xiaomi","Redmi 6","cereus","","135725089",1,"Kharkiv, Kharkiv Oblast, Ukraine","Kharkiv","locality","Ukraine","UA","Kharkiv Oblast","Kharkivs'ka city council","","61000","","49.99707","36.20624",1,"49.99707","36.20624",1
5077164316,259862458,"google/marlin/marlin:8.0.0/OPR6.170623.012/4283428:user/release-keys","2019-07-01 00:00:04","41.222.xxx.xxx",27451,8281,23,"Dar es Salaam","Tanzania","TZ",-6.8167,39.2839,"Tigo Tanzania","Tanzania","TZ","Zanzibar Central/South","11","Michamvi",-6.305,39.540,39.5116,"MIC Tanzania LTD","1","TIGO","640","2",15,15,"google","marlin","marlin","OPR6.170623.012","Google","Pixel XL","marlin","","11689219",1,"Jambiani, Tanzania","Jambiani","locality","Tanzania","TZ","Zanzibar Central/South","Kusini","","","","-6.30527","39.54001",1,"-6.30527","39.54001",1
5077164320,217131107,"Xiaomi/rosy/rosy:8.1.0/OPM1.171019.026/V10.1.3.0.ODAMIFI:user/release-keys","2019-07-01 00:00:04","182.0.xxx.xxx",45220,26356,37,"Jakarta","Indonesia","ID",-6.2146,106.8451,"Smartfren Telecom","Indonesia","ID","West Java","JB","Cimuning",-6.320,107.046,15.6877,"Telkomsel","1","TELKOMSEL","510","10",15,15,"Xiaomi","rosy","qcom","OPM1.171019.026","Xiaomi","Redmi 5","rosy","","36703499",1,"Bekasi, Bekasi, West Java, Indonesia","Bekasi","locality","Indonesia","ID","West Java","Bekasi","","17320","","-6.32082","107.04674",1,"-6.32082","107.04674",1
5077164322,226691982,"OPPO/CPH1823/CPH1823:8.1.0/O11019/1558363503:user/release-keys","2019-07-01 00:00:04","1.38.xxx.xxx",452,20631,85,"Ahmedabad","India","IN",23.0300,72.5800,"Vodafone India","India","IN","Gujarat","GJ","Somnath",20.912,70.379,203.418,"Vodafone India","1","Vodafone IN","404","24",15,15,"OPPO","CPH1823","mt6771","O11019","OPPO","CPH1823","CPH1823","","11270953",1,"Somnath, Gujarat, India","Somnath","locality","India","IN","Gujarat","Gir Somnath","","362265","","20.91246","70.37942",1,"20.91246","70.37942",1
